1girl,1个女孩
yukke,尤克
yunar,云南
akagi (warship girls r),赤城（军舰少女R）
akari (princess connect!),akari（公主连接！）
amahane madoka,车祸
anew returner,新回归者
angelic angel,天使天使
applin,应用
bad drawcrowd id,糟糕的drawcrowd id
barbecue,烧烤
bba1985,bba1985
bikko,比科
bison (arknights),野牛（方舟之夜）
bra on head,头戴胸罩
briar rose (sinoalice),野蔷薇 (sinoalice)
buna shimeji (keymush),buna shimeji (keymush)
cheshire (summery date!) (azur lane),柴郡（夏日约会！）（碧蓝航线）
chikichi,这个
cigarette holder,烟嘴
code: empress (elsword),代号：皇后（elsword）
darius (league of legends),大流士（英雄联盟）
demekyon,德梅肯
dokugamine riruka,独峰梨香
dougan calpis con,杜根可尔必思
dragonmaterial,龙材料
dress grab,衣服抢
enuni,恩尤尼
ereraero,埃雷拉罗
finland (hetalia),芬兰（黑塔利亚）
flour,面粉
fortnite,堡垒之夜
fortune (last origin),财富（最后的起源）
gekkou (geccomajin),月光（geccomajin）
giant otter (kemono friends) (kuro (kurojill)),巨水獭 (kemono friends) (kuro (kurojill))
hachiroku (maitetsu),八六（maitetsu）
halu-ca,哈鲁卡
hane (azelye),哈恩（阿泽耶）
hare hare yukai,野兔 野兔 yukai
hasegawa kodaka,长谷川小高
head between thighs,头在大腿之间
heco (mama),赫科（妈妈）
heigani,黑加尼
hime (kaibutsu oujo),姬
hinamori (18ar0),雏森 (18ar0)
hooreng,浩然
hope estheim,希望埃斯海姆
horz,霍尔兹
hotaru iori,伊织萤
inui sanagi,犬井薙
inukai isuke,犬井佑介
iron tager,铁标签
jq,jq
kapura,卡普拉
karate,空手道
kashimoto riko,riko kashimoto
kazukoto,一言
kinsenka,金森卡
kiryu coco (dragon),桐生可可（龙）
kurono,黑野
kyoyakyo,京药京
lanturn,灯笼
lifting covers,起重盖
little princess,小公主
lor (roasyerizyonirapi),洛尔（roasyerizyonirapi）
male priest (dungeon and fighter),男神父（地下城与斗士）
maple tree,枫树
masaki (msk064),正崎 (msk064)
mayuzumi kai,真纯改
mexif,墨西哥
michimaru (michi),道丸（道）
mk23 (girls' frontline),mk23（少女前线）
monster hunter 4,怪物猎人4
moomintroll,姆明特罗
mr. mime,先生。哑剧
mutsuki riichi,必要的立一
nagomi yui,我不知道该怎么办
namazu,生津
ninoude (ninoude44),尼诺德 (ninoude44)
nogoodlife,没有美好的生活
ocha (ochappie),奥查 (ochappie)
okunin,奥古宁
oniyama831,鬼山831
orca hair ornament,逆戟鲸发饰
orchis,兰花
paper mario: the thousand year door,纸质马里奥：千年之门
pegashi,佩加西
pimp,拉皮条
poochyena,小狗
puchiko,普知子
quistis trepe,奎斯蒂斯树
rudeus greyrat,鲁迪斯·格雷拉特
saiku (zvlku),saiku (zvlku)
samejima mamimi,同岛真美
sarong removed,纱笼被移除
satou samu,佐藤三木
sawa jaaji,萨瓦加吉
sewaddle,缝纫机
shion (tensei shitara slime datta ken),shion (tensei shitara slime datta ken)
shouryuuken,守龙拳
shuri yasuyuki,首里康之
sinaooo,思诺
snuffy (vtuber),鼻烟 (vtuber)
sooru0720,sooru0720
starkamisan,斯塔卡米桑
steyr aug,斯太尔
striped footwear,条纹鞋
sugimoto gang,杉本帮
sumaga,须贺
sushi (sashimise),寿司（刺身）
swadloon,襁褓
t-pose,姿势
tachibana omina,橘尾菜
taku1122,taku1122
tamakaga,玉贺
tayuya (naruto),tayuya（火影忍者）
throwing poke ball,投掷戳球
touyama nao,头山直
transformers (live action),变形金刚（真人）
tsumetai (tsurunoka),tsumetai (tsurunoka)
tympole,鼓点
tyoko tanuki16,狸子16
unohana retsu,宇之花烈
unryuu kai (kancolle),unryuu kai (kancolle)
wolf o'donnell,沃尔夫·奥唐奈
wspread,wspread
wynn the wind charmer,风之使者永利
xkirara39x,xkirara39x
yotsunoha,四野叶
yutsuka (amyucca),yutsuka (amyucca)
yuusha no kuse ni namaiki da,yuusha no kuse ni namaiki da
2010 fifa world cup,2010年国际足联世界杯
adelbert steiner,阿德伯特施泰纳
akiha (attract),秋叶（吸引）
albino (a1b1n0623),白化病 (a1b1n0623)
alex (alexandoria),亚历克斯（亚历山大）
alipheese fateburn xvi,alipheese 命运本 xvi
amphibia,两栖类
anatomical nonsense,解剖学的废话
antaria,安塔利亚
arashiya,岚屋
arcane caitlyn,神秘的凯特琳
aru ra une,阿鲁拉内
asagiri youko,朝雾洋子
aug (girls' frontline),八月（少女前线）
autumn-sacura,秋樱
ayano (ayn398),绫野 (ayn398)
ayano naoto,绫野直人
ayanokouji rem,绫小路雷姆
ayase-mio,绫濑澪
bait and switch,诱饵和开关
basketball jersey,篮球球衣
batou,八头
batta (kanzume quality),batta（kanzume质量）
batter,面糊
battle effectiveness award,战斗力奖
beelzebub (manga),别西卜（漫画）
benjamin kirby tennyson,本杰明·柯比·丁尼生
black underwear,黑色内衣
blackbuck (kemono friends),blackbuck (kemono 朋友)
blackmail,勒索
blonde dog girl (ri-net),金发狗女孩（ri-net）
blue hood,蓝色风帽
bouen,布恩
business card,名片
butakoma 300g,肉豆蔻 300g
c.honey,c.蜂蜜
campo flicker (kemono friends),campo 闪烁（kemono 朋友）
cardigan (arknights),开衫（arknights）
chaigidhiell,柴吉迪尔
cheken,切肯
cherry in the sun,阳光下的樱桃
chiyoko (oman1229),千代子 (oman1229)
chopping,切碎
chosen undead,被选中的亡灵
choudenji robo combattler v,长传寺机器人战士 v
christophe giacometti,克里斯托夫·贾科梅蒂
clair vaux bernardus,清除沃伯纳杜斯
clefable,可谱号
cofepig,猪
coughing blood,咳血
counting,数数
cradle (artist),摇篮（艺术家）
crosscounter,交叉计数器
daidou sayo,大同说
dainsleif (genshin impact),dainsleif (genshin Impact)
diving helmet,潜水头盔
double breast sucking,双乳吸吮
dream hunter rem,梦想猎人雷姆
eeeeee,啊啊啊
elfnein,精灵
enpitsu01,enpitsu01
ero waifu,ero waifu
erotibot,情色机器人
est (fire emblem),东（火徽）
esther shen,沉以斯帖
ex albio,白白
fabric,织物
female abyssal admiral (kancolle),女深渊海军上将 (kancolle)
female footjob,女足交
finger gun to head,手指枪对着头
firelight ekko,火光艾克
fishbowl helmet,鱼缸头盔
flyable heart,会飞的心
fox hair ornament,狐狸头饰
fujiwara warawara,藤原原
fukase,深濑
fumizuki kai ni (kancolle),fumizuki kai ni (kancolle)
funyariko,风夜子
fushimi gaku,伏见学
fuuka academy uniform,风花学园制服
gamecube,游戏方块
genek,基因
geomancer (fft),风水师 (fft)
geronimo (fate),杰罗尼莫（命运）
getting over it,克服它
gino,吉诺
gold bar,金条
gwayo,它自己的
hacko,哈科
half slime-chan,半史莱姆酱
hanabana tsubomi,花花壶
hanasato minori,花里小花
hands on penis,手放在阴茎上
hane (hanetsuki),羽根（羽月）
haru (kyou),哈鲁 (kyou)
haruhina purple,春日紫
haura akitoshi,豪拉明志
helena blavatsky (swimsuit archer) (third ascension) (fate),海伦娜·布拉瓦茨基（泳装弓箭手）（第三次提升）（命运）
hibimegane,雪碧金
higashigure,东雨
highleg dress,高筒连衣裙
hiide,隐藏
himetsuki luna,姬月露娜
hioyami,日夜
hirase yuu,平濑悠
hisuian zoroark,翡翠庵
hokori sakuni,北堀作国
horizon (apex legends),地平线（顶点传奇）
huangdanlan,huangdanlan
hyakuya yuuichirou,百夜悠一郎
ijiro suika,水花次郎
ikemura hiroichi,池村弘一
imminent paizuri,迫在眉睫的paizuri
isu (is88),伊苏 (is88)
iuro,伊鲁
iuui,尤伊
jagdpanzer 38(t),jagdpanzer 38(t)
jont,关节
joseph lee,约瑟夫·李
judge,法官
jungle gym,攀登架
k jin,克进
kaidou j1,凯豆j1
kaito (vocaloid3),kaito (vocaloid3)
kamen rider den-o,假面骑士电王
kanagawa okinami ura,神奈川冲波浦
kangoku senkan,国家战舰
kawakami princess (umamusume),川上公主 (umamusume)
kawaruhi,河日
ken-1,ken-1
kinom (sculpturesky),kinom（雕塑天空）
kirisaki akihito,切崎明人
kirisu mafuyu,桐栖真冬
koi to senkyo to chocolate,锦鲤到仙桥到巧克力
komatsu ibuki,小松伊吹
kriegsmarine,海军
krizalid,克里扎利德
kubo tite (style),kubo tite（风格）
kujibiki unbalance,苦参不平衡
kumano (azur lane),熊野（碧蓝航线）
kurachi mizuki,仓知水树
kureaki (exit),kureaki（退出）
kurou (bcrow),九郎（皱眉）
kuwabara kazuma,桑原和马
kws,kws
love live! sunshine!! the school idol movie over the rainbow,爱生活！阳光！！彩虹上的校园偶像电影
luminous arc,发光弧
m590 (girls' frontline),m590（少女前线）
maho (yakimorokoshi),maho（烧摩越）
majo no ie,majo no ie
maku-raku,幕乐
male harem,男性后宫
masirosu,马西罗苏
matsuri (matsuike),祭（松池）
mauko (girls und panzer),mauko（少女与装甲）
mebaru,目原
medic (sekaiju),医生（sekaiju）
meowstic (female),喵喵叫（女）
metal owl (aden12),金属猫头鹰 (aden12)
miakis (gensou suikoden),miakis (gensou suikoden)
microphone wand,麦克风棒
miiko (drops7),miiko (drops7)
mikami komata,三上小又
mikeco,麦克科
mini santa hat,迷你圣诞帽
miyano ururu,宫野ururu
mizuki ryuu,水木流
mof,财政部
monk (ragnarok online),和尚（仙境传说在线）
monokubo,单久保
morifumi,守文
moritan,莫里坦
moti coi,动机
moura (kenyuugetu),moura (kenyuugetu)
mutsuki face,笑脸
naba (take tonbo),naba（拿tonbo）
nina williams,尼娜威廉姆斯
no scar,没有疤痕
noriuma,典马
nuda,努达
nude modeling,裸体模特
nyanko,年科
onigiri (ginseitou),饭团
oomuro-ke,御室客
opal (pokemon),蛋白石（宠物小精灵）
orange peel,橘皮
osaragi hazumu,大良木叶
otoshiro seira,大城清良
p-chan (p-90),p-chan (p-90)
peg leg,钉腿
perfect cell,完美细胞
pieck finger,挑手指
pizza (pizzania company),比萨（比萨尼亚公司）
plaid socks,格子袜
playing with hair,玩头发
plug (piercing),塞子（穿孔）
pokemon the movie: the power of us,电影口袋妖怪：我们的力量
post and rail fence,邮政和铁路围栏
pretty-purin720,漂亮的purin720
project x zone,项目 x 区
q-gaku,q学
rafaelaaa,拉斐拉
rathalos,鼠尾草
raybar,雷吧
raythalosm,光晕
red (girllove),红色（少女之恋）
registeel,注册钢铁
riddle joker,谜语小丑
rinarisa,里纳里萨
ringeko-chan,玲子酱
rokurou rangetsu,六郎范围
roux louka,肉酱
ruquia,鲁基亚
ryota tentei,天庭凉太
saber lion,剑狮
sagiri (kancolle) (cosplay),sagiri (kancolle) (cosplay)
saliva swap,唾液交换
sara (kurome1127),萨拉 (kurome1127)
sasaki (suzumiya haruhi),佐佐木（凉宫春日）
scarf on head,头上的围巾
school nurse,学校护士
seishou middle school uniform,青寿中学制服
sencha (senchat),煎茶（煎茶）
sherlock holmes,夏洛克·福尔摩斯
sheva alomar,舍瓦阿洛马尔
shinano (dreams of the hazy moon) (azur lane),信浓（朦胧月之梦）（碧蓝航线）
shinto,神道
skull573,头骨573
skywalker0610,天行者0610
so-class submarine,普通潜艇
soubi,搜比
souzou forest (vocaloid),souzou 森林 (vocaloid)
spiked dildo,带刺的假阳具
splatter background,飞溅背景
stuffed pig,酿猪
sunagimo (nagimo),sunagimo（纳吉莫）
surge concerto,浪涌协奏曲
suruga dbh,骏河
suzuki (company),铃木（公司）
taker (flamestorm),接受者（火焰风暴）
tamachi kuwa,田町桑
tamandua ears,塔曼杜瓦耳朵
tanaka yuuichi,田中悠一
team flare,团队耀斑
team yell grunt,团队大吼大叫
teaspoon,茶匙
tewarusa,特瓦鲁萨
the caves of steel,钢铁洞穴
theresa (arknights),特蕾莎（方舟之夜）
tohno shiki (2),远野式 (2)
tohoho (hoshinoyami),东宝（星野山）
totaku (musha prune),totaku（木沙修剪）
totenkopf,托腾科夫
toudou aoi (jujutsu kaisen),toudou aoi (jujutsu kaisen)
toudou naoya,豆豆直屋
toushinden,同心传
towa monaka,十和最中
tsuchiya ako,土屋赤子
two-tone sweater,两色毛衣
u.a. cheerleader uniform,这是啦啦队制服
uka-no-mitama-no-kami (inakon),uka-no-mitama-no-kami (inakon)
urara (sumairuclover),urara (sumairuclover)
vaan,万
vierzeck,维尔采克
vivy: fluorite eye's song,vivy：萤石之眼的歌
wakiyama tamami,胁山玉见
wang yujia,王雨佳
wanke,万科
warabi mochi (ehimedaisuki),芥末麻糬（爱媛大喜）
warainaku,瓦里纳库
warehouse,仓库
waver velvet (sensha otoko),波动天鹅绒（sensha otoko）
wendy (wendy's),温迪（温迪的）
winged unicorn,有翼的独角兽
xero,xero
yamada hifumi,山田希文
yamadori yoshitomo,山取义友
yamato iori,大和八织
yanmarson,yanmarson
yashiro (kancolle),八代（kancolle）
yatsuka (846),八冢 (846)
yokaze japan,横风日本
yoshiki360,yoshiki360
yueko (jiayue wu),月子 (jiayue wu)
yuki maru (yukimaru 1),雪丸（雪丸1）
yukizen,雪前
yukkuri abuse,yukkuri 虐待
yuuki shuri,优树首里
yuzu modoki,柚子莫多基
yuzuki (yuduame),柚木（yuduame）
z3 max schultz (kancolle) (cosplay),z3 max schultz (kancolle) (cosplay)
zefrableu,泽弗拉布勒
zuo wei er,zuo wei er
alisa boskonovich,艾丽莎·博斯科诺维奇
andreana (arknights),安德烈娜（方舟之夜）
argyle scarf,菱形围巾
arisen (dragon's dogma),Araven（龙的教条）
asicah,阿西卡
astra militarum,军舰
azure-maya,天蓝色玛雅
belfast (iridescent rosa) (azur lane),贝尔法斯特（彩虹色罗莎）（碧蓝航线）
bird nest,燕窝
blood on chest,胸口有血
broken condom,破损的避孕套
cbgb,CBGB
charlotte aulin,夏洛特·奥林
chii-kun (seedyoulater),chii-kun (seedyolator)
conveyor belt,输送带
crescent choker,新月形项圈
des,德斯
edogawa roman,江户川小说
endsmall min,结束小分钟
fire flower,火花
flamebringer (arknights),火焰使者（方舟）
fruit tart,fruit tart
fujiya takao,藤屋高尾
genso,幻想
grey sweater vest,灰色毛衣背心
grovyle,格鲁维尔
gujira,古吉拉
gunsmith cats,枪匠猫
half moon,半月
hamamoto ryuusuke,滨本龙介
hatachi,羽立
healthyman,健康人
hoso-inu,细犬
hut,小屋
iihara nao,饭原也是
invisible floor,隐形地板
izuka daisuke,伊冢大辅
j.h.,jh
jing hu,镜湖
karigurashi no arrietty,karigurashi no arrietty
kawasemi27,川半27
kirasaka sayaka,木坂早香
kirikan,基里坎
klein (sao),克莱因（骚）
konnyaku (food),魔芋（食物）
kriemhild gretchen,克里姆希尔德·格雷琴
kudo shinobu,工藤忍
kumasteam,库马蒸汽
kurogane no linebarrel,黑金线桶
kurokin,黑金
landolt tamaki,兰多尔特玉木
laundromat,自助洗衣店
linde (fire emblem),林德（火徽）
lyra-kotto,天琴座
madarame harunobu,斑目春信
makiaato,马基亚托
malik caesars,马利克凯撒
margaretha sorin,玛格丽莎·索林
marona (phantom brave),马罗娜（幻影勇者）
mary skelter,玛丽斯凯尔特
master chief,大酋长
matsukawa (pale scarlet),松川（淡红色）
minami aomori,南青森
miyukiyo,美幸代
mizuki gyokuran,水木玉兰
mj (11220318),兆焦耳 (11220318)
moshihimechan,莫希梅酱
muchourin,多林
nagimiso,渚味噌
nanami sano,佐野七海
natsu hotaru,夏萤
neki-t,neki-t
nogizaka haruka,乃木坂遥
nohhun,能勋
note2000,note2000
nuclear weapon,核武器
ohara tometa,大原番茄
onodera karen,小野寺花莲
oversized zipper,超大拉链
pestle,杵
pile of skulls,一堆头骨
polka dot umbrella,圆点伞
pon (shind 997),pon（胫骨997）
punishment,惩罚
qubeley,曲贝莱
quimbaya airplane,金巴亚飞机
raditz,拉蒂兹
richelieu (warship girls r),黎塞留（军舰少女R）
ryekie (live a hero),ryekie（活出英雄）
sai (weapon),赛（武器）
sakra devanam (elsword),sakura devanam (elsword)
salanchu,萨兰楚
segment display,分段显示
setsuna (fire emblem),塞苏纳（火徽）
shears,剪
shirihime,白姬
shiromanta (character),shiromanta（角色）
shouni (sato3),shouni (sato3)
skyrick9413,天际9413
splatoon (manga),喷射战士（漫画）
string of light bulbs,一串灯泡
striped leotard,条纹紧身衣
sutoroa,苏托阿
suuru,苏鲁
suzuharu toufu,铃春豆腐
suzumori uina,铃森内奈
takanae kyourin,高苗杏林
takashi shirogane,白银隆史
taro (ultrataro),芋头（超太郎）
tasmanian devil tail,塔斯马尼亚恶魔尾巴
temu,特木
teresa (claymore),特蕾莎（克莱莫）
thumb in pocket,拇指在口袋里
title page,封面
to heart 2 xrated,心2xrated
toru nagase,长濑彻
tsuka,冢
tsukasa yuuki,由纪司
u rin,你林
ulquiorra cifer,乌尔奇奥拉西弗
wagashi (dagashiya),和果子 (dagashiya)
wakui rumi,涌井留美
whale shark,鲸鲨
whoopsatro,呐喊
william shakespeare (fate),威廉·莎士比亚（命运）
wooden staff,木杖
yosaku (roach),洋作（蟑螂）
yue (tada no saboten),月（多田的破坏者）
yukari (rihenara doll),yukari (rihenara 娃娃)
zipang (zip@ng works),zipang（zip@ng 有效）
zoza,佐扎
ace of diamonds,钻石王牌
achievement unlocked,成就解锁
aetherion,以太离子
